CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,cuisine,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50118662,MR.BUN,Brooklyn,2048,86 STREET,11214,7186762751,Chinese,05-12-22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,05-12-22,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.60391118,-73.9971262,311,47,28800,3166941,3063760044,BK28,
50112851,CHA KEE,Manhattan,43,MOTT STREET,10013,2125772888,Chinese,08/20/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.71521471,-73.99874466,103,1,2900,1001816,1001640029,MN27,
41250498,NO. 1 CHINESE RESTAURANT,Bronx,7,WEST TREMONT AVENUE,10453,7182945294,Chinese,01-10-23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,34,C,01-10-23,10/24/2023,Cycle Inspection / Re-inspection,40.85194742,-73.90962452,205,14,24300,2008390,2028630001,BX36,
41505645,GOOD CHINESE RESTAURANT,Brooklyn,663,KNICKERBOCKER AVENUE,11221,7183667829,Chinese,02-08-23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,,,10/24/2023,Cycle Inspection / Initial Inspection,40.6950506,-73.91174209,304,37,43500,3077324,3033780010,BK77,
50086309,SAMBAK SAMBABJIP,Queens,4111,150TH ST,11355,7184611212,Korean,05-11-23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,65,C,05-11-23,10/24/2023,Cycle Inspection / Re-inspection,40.76235044,-73.81379667,407,20,116700,4114917,4050580016,QN51,
50082478,C & T CUISINE,Brooklyn,5016,AVENUE D,11203,7183472970,Caribbean,11-07-19,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,40,C,11-07-19,10/24/2023,Cycle Inspection / Re-inspection,40.64213508,-73.92908667,317,45,84600,3106221,3047810007,BK96,
40662141,J AND D PIZZA,Queens,9853,63 ROAD,11374,7182754347,Pizza,02-02-22,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,Z,02-02-22,10/24/2023,Cycle Inspection / Re-inspection,40.73239929,-73.85771342,406,29,71701,4050419,4020860038,QN18,
50058388,SPOT DESSERT BAR,Queens,3916,PRINCE ST,11354,7184828712,Coffee/Tea,04/14/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75947768,-73.83224308,407,20,87100,4539244,4049737501,QN22,
50069883,DON ANGIE,Manhattan,103,GREENWICH AVENUE,10014,4407855017,American,05/25/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,,,10/24/2023,Cycle Inspection / Initial Inspection,40.73773276,-74.00181869,102,3,7700,1011048,1006150081,MN23,
50136276,ESSENCE BAR & GRILL,Brooklyn,1662,ATLANTIC AVENUE,11213,7189137495,American,08/24/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,37,Z,08/24/2023,10/24/2023,Pre-permit (Operational) / Re-inspection,40.67767825,-73.93544444,308,36,30900,3035547,3013350006,BK61,
50102026,PARIS BAGUETTE,Manhattan,371,7 AVENUE,10001,9148750404,Bakery Products/Desserts,10/20/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,14,,,10/24/2023,Cycle Inspection / Initial Inspection,40.7487994,-73.99220432,105,3,10100,1015174,1008060076,MN17,
41068607,CAFE NUNEZ,Manhattan,240,WEST   35 STREET,10001,2125647444,Latin American,01/27/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75216441,-73.9913774,105,3,10900,1014415,1007840064,MN17,
50039131,PRET A MANGER,Manhattan,787,SEVENTH AVENUE,10019,2122622328,"Soups,Salads,Sandwiches",09-07-21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,09-07-21,10/24/2023,Cycle Inspection / Initial Inspection,40.76194849,-73.9826223,105,4,13100,1023157,1010040020,MN17,
40371988,NORTH SHORE DINER,Queens,19652,NORTHERN BLVD,11358,7182258000,American,03/16/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,51,,,10/24/2023,Cycle Inspection / Initial Inspection,40.75784728,-73.78456423,411,19,145101,4124565,4055200025,QN48,
50075329,KUNG FU STEAMER,Brooklyn,6415,11 AVENUE,11219,9173026571,Chinese,05/19/2022,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,40,,,10/24/2023,Cycle Inspection / Initial Inspection,40.6290835,-74.00544715,310,43,21200,3141989,3057450001,BK30,
41360895,NINTH STREET ESPRESSO,Manhattan,341,EAST   10 STREET,10009,2127773508,Coffee/Tea,08/24/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,,,10/24/2023,Cycle Inspection / Initial Inspection,40.72706494,-73.98037286,103,2,3400,1005143,1004040035,MN22,
50103053,MAKANA,Manhattan,1502,AMSTERDAM AVENUE,10031,2123685033,Hawaiian,01-12-22,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,48,N,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.81838034,-73.95262405,109,7,22301,1059764,1019880029,MN06,
41617404,DUNKIN',Bronx,2515,BOSTON ROAD,10467,7182312835,Donuts,06/17/2022,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,13,A,06/17/2022,10/24/2023,Cycle Inspection / Initial Inspection,40.86359623,-73.8649986,211,13,33000,2051379,2044350010,BX07,
50063757,PEPE GIALLO,Manhattan,195,10 AVENUE,10011,2122426055,Italian,08/17/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7,A,08/17/2022,10/24/2023,Cycle Inspection / Re-inspection,40.74676295,-74.0048505,104,3,9900,1012313,1006930036,MN13,
50045944,CAFE LA NOTTE II,Brooklyn,2636,GERRITSEN AVENUE,11229,7187148864,Coffee/Tea,01/26/2023,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12,A,01/26/2023,10/24/2023,Cycle Inspection / Re-inspection,40.59445682,-73.92695185,315,46,62800,3250076,3089390841,BK17,
50066757,QUEENS BULLY,Queens,11330,QUEENS BLVD,11375,7185208600,American,03-09-23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,,,10/24/2023,Cycle Inspection / Initial Inspection,40.71750943,-73.83552365,406,29,76901,4079813,4033400024,QN17,
50132033,BRICKLANE CURRY HOUSE,Queens,4005,SKILLMAN AVE,11104,9173554353,Indian,07/26/2023,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12,N,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.74719586,-73.92341651,402,26,17100,4002375,4001830292,QN31,
50119698,HUNTER'S SPICE GRILL,Brooklyn,1274,FULTON STREET,11216,3477708021,Other,04/28/2022,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.68039457,-73.94989943,303,36,24700,3053721,3018600051,BK61,
50113864,TENZAN,Manhattan,1714,2 AVENUE,10128,2123693600,Other,08/29/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,0,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.77970589,-73.95039493,108,5,14602,1050100,1015510050,MN32,
50045738,KENNEDY FRIED CHICKEN,Bronx,1359,EAST GUN HILL ROAD,10469,7185158990,Chicken,09/13/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,0,,,10/24/2023,Cycle Inspection / Initial Inspection,40.87053071,-73.84635252,212,12,36400,2061691,2047590042,BX03,
50068559,ZACA CAFE,Brooklyn,426,MARCUS GARVEY BOULEVARD,11221,7184432500,American,01/20/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31,,,10/24/2023,Cycle Inspection / Initial Inspection,40.68225789,-73.93790975,303,36,27300,3053421,3018537501,BK35,
50063865,SLIMAK CAFE,Brooklyn,4110,4 AVENUE,11232,3476893332,American,03-07-23,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,03-07-23,10/24/2023,Cycle Inspection / Initial Inspection,40.65138749,-74.00747072,307,38,8200,3010689,3007180042,BK32,
41503136,THE HILLS RESTAURANT AND BAR,Brooklyn,4706,CHURCH AVENUE,11203,7188565501,Caribbean,05/16/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,0,,,10/24/2023,Cycle Inspection / Initial Inspection,40.65159876,-73.93310926,317,45,86000,3102748,3046950003,BK91,
50122057,MIDNIGHT THEATRE,Manhattan,440,WEST   33 STREET,10001,9179052789,Southeast Asian,08/23/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12,A,08/23/2023,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.75327361,-73.99814479,104,3,10300,1000000,1007290061,MN13,
50016922,MB RESTAURANT,Bronx,2771,WEBSTER AVENUE,10458,7185643825,African,07/19/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,07/19/2021,10/24/2023,Cycle Inspection / Initial Inspection,40.86584503,-73.88607595,207,15,40502,2097325,2032780080,BX05,
50017709,NICKOLAS' DELI RESTAURANT,Queens,69-45,51 AVENUE,11377,7184249316,Mexican,08/26/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,,,10/24/2023,Cycle Inspection / Initial Inspection,40.73544482,-73.89480473,402,26,48900,4056395,4024390055,QN50,
50084463,ASTORIA TACO FACTORY,Queens,2802,21ST ST,11102,7187770106,Mexican,02-08-23,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing:  Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,12,A,02-08-23,10/24/2023,Cycle Inspection / Re-inspection,40.77103912,-73.92689821,401,22,8300,4006068,4005380041,QN71,
50120810,AU BON PAIN,Queens,9001,QUEENS BLVD,11373,7189063661,American,07/13/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,30,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.73395867,-73.87199176,404,25,68300,4045999,4018600100,QN29,
41378319,L'ARTUSI,Manhattan,228,WEST   10 STREET,10014,2122555757,American,06/15/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,19,,,10/24/2023,Cycle Inspection / Initial Inspection,40.73390097,-74.0051743,102,3,7300,1078172,1006190021,MN23,
50131266,CROWN FRIED CHICKEN,Brooklyn,524,VANDALIA AVENUE,11239,7188725817,American,04-12-23,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,19,,,10/24/2023,Pre-permit (Operational) / Initial Inspection,40.65575037,-73.87318758,305,42,107000,3398170,3044527504,BK82,
