track_name,artist(s)_name,artist_count,release_date,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,album,explicit,popularity,duration_in_min
Sin Se�,"Ovy On The Drums, Quevedo",2,2022-07-22,209106362,118,B,Minor,82,75,85,33,1,11,4,,,,
Lady Mi Amor,Feid,1,2022-09-13,53987404,93,D,Major,78,75,62,6,0,15,6,,,,
Poland,Lil Yachty,1,2022-06-23,115331792,150,F,Minor,70,26,56,14,83,11,5,,,,
THE LONELIEST,M��ne,1,2022-10-07,225093344,130,D,Major,52,24,60,0,0,8,3,,,,
Bye Bye,"Marshmello, Juice WRLD",2,2022-10-14,84697729,83,D#,Minor,65,24,53,6,0,51,4,,,,
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022-08-18,159240673,102,A,Major,84,43,75,5,0,6,8,,,,
Nxde,(G)I-DLE,1,2022-10-17,170709584,136,E,Minor,73,65,91,4,0,48,18,,,,
Miss You,Southstar,1,1982-05-16,154356956,145,A,Major,66,24,58,17,0,19,5,,,,
we fell in love in october,girl in red,1,2018-11-21,723043854,130,G,Major,57,24,37,11,18,16,3,,,,
2 Be Loved (Am I Ready),Lizzo,1,2022-07-14,247689123,156,G,Major,72,92,77,9,0,8,11,,,,
Celestial,Ed Sheeran,1,2022-09-29,176474912,123,D,Major,57,50,85,5,0,16,4,,,,
Typa Girl,BLACKPINK,1,2022-09-16,235549288,132,G,Major,92,53,62,7,0,63,10,,,,
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020-12-18,140430339,125,D#,Minor,49,13,74,0,0,9,4,,,,
California Breeze,Lil Baby,1,2022-10-14,85559365,162,F,Minor,74,22,67,0,0,11,46,,,,
Bamba (feat. Aitch & BIA),"Luciano, Aitch, B�",3,2022-09-22,146223492,138,A#,Major,80,82,81,14,0,13,36,,,,
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022-07-01,187701588,161,A#,Minor,59,62,60,12,0,5,44,,,,
Major Distribution,"Drake, 21 Savage",2,2022-11-04,154863153,131,G#,Minor,91,23,55,1,0,7,32,,,,
Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022-11-04,191333656,122,E,Minor,75,45,63,6,0,35,12,,,,
Vigilante Shit,Taylor Swift,1,2022-10-21,253650850,80,E,Minor,80,16,28,17,0,12,39,,,,
Question...?,Taylor Swift,1,2022-10-21,223064273,109,G,Major,75,11,50,20,0,30,17,,,,
On BS,"Drake, 21 Savage",2,2022-11-04,170413877,158,A,Major,84,33,36,2,0,39,59,,,,
Mastermind,Taylor Swift,1,2022-10-21,218320587,126,E,Major,66,12,35,55,0,9,14,,,,
Circo Loco,"Drake, 21 Savage",2,2022-11-04,141720999,104,C#,Major,73,25,61,1,0,32,7,,,,
Labyrinth,Taylor Swift,1,2022-10-21,187339835,110,,Major,48,15,31,80,22,12,4,,,,
Spin Bout U,"Drake, 21 Savage",2,2022-11-04,198365537,130,G,Major,77,20,70,1,0,16,5,,,,
Sweet Nothing,Taylor Swift,1,2022-10-21,186104310,177,,Major,34,39,16,97,0,12,5,,,,
"Would've, Could've, Should've",Taylor Swift,1,2022-10-21,177503916,158,G,Major,48,55,84,43,0,15,12,,,,
Con La Brisa,"Ludwig Goransson, Foudeqush",2,2022-11-04,71095708,114,D,Minor,62,25,44,51,33,14,3,,,,
Privileged Rappers,"Drake, 21 Savage",2,2022-11-04,112436403,144,F,Major,93,62,61,0,0,12,20,,,,
The Astronaut,Jin,1,2022-10-28,203436468,125,F,Major,54,22,76,0,0,14,3,,,,
BackOutsideBoyz,Drake,1,2022-11-04,93367537,142,F,Minor,85,40,43,4,0,39,32,,,,
Broke Boys,"Drake, 21 Savage",2,2022-11-04,106249219,120,D,Major,64,11,53,1,0,25,27,,,,
The Great War,Taylor Swift,1,2022-10-21,181382590,96,F,Major,57,55,74,22,0,8,4,,,,
My Mind & Me,Selena Gomez,1,2022-11-03,91473363,144,A,Major,60,24,39,57,0,8,3,,,,
Bigger Than The Whole Sky,Taylor Swift,1,2022-10-21,121871870,166,F#,Major,42,7,24,83,1,12,6,,,,
A Veces (feat. Feid),"Feid, Paulo Londra",2,2022-11-03,73513683,92,C#,Major,80,81,67,4,0,8,6,,,,
En La De Ella,"Feid, Sech, Jhayco",3,2022-10-20,133895612,97,C#,Major,82,67,77,8,0,12,5,,,,
Alone,Burna Boy,1,2022-11-04,96007391,90,E,Minor,61,32,67,15,0,11,5,,,,
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",2,2023-11-03,,108,C#,Major,86,89,83,4,0,9,11,GOLDEN,True,85.0,3.3635333333333333
Closer to You (feat. Major Lazer),"Jung Kook, Major Lazer",2,2023-11-03,,113,D,Minor,79,50,66,12,1,11,5,GOLDEN,False,86.0,2.8499166666666667
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",2,2023-11-03,,124,B,Major,79,88,84,32,0,8,5,GOLDEN,True,87.0,3.0591833333333334
Standing Next to You,Jung Kook,1,2023-11-03,,106,D,Minor,72,82,81,5,0,34,10,GOLDEN,False,96.0,3.433666666666667
Yes or No,Jung Kook,1,2023-11-03,,83,C#,Major,68,89,84,18,0,8,9,GOLDEN,False,88.0,2.459283333333333
Please Don't Change (feat. DJ Snake),"Jung Kook, DJ Snake",2,2023-11-03,,114,B,Major,80,77,75,17,1,17,18,GOLDEN,False,87.0,2.44475
Hate You,Jung Kook,1,2023-11-03,,79,D,Major,42,25,28,87,0,10,4,GOLDEN,False,88.0,2.5706166666666665
Somebody,Jung Kook,1,2023-11-03,,106,C#,Minor,65,26,68,29,0,14,5,GOLDEN,False,86.0,2.81
Too Sad to Dance,Jung Kook,1,2023-11-03,,100,A#,Major,56,57,47,62,0,11,9,GOLDEN,False,86.0,2.9318666666666666
Shot Glass of Tears,Jung Kook,1,2023-11-03,,77,F#,Minor,51,17,40,51,0,9,4,GOLDEN,False,86.0,2.78745
Seven (feat. Latto) (Clean Ver.),"Jung Kook, Latto",2,2023-11-03,,124,C#,Minor,79,90,83,28,0,8,5,GOLDEN,False,83.0,3.0591833333333334
SORRY,The Kid LAROI,1,2023-11-10,,79,B,Minor,46,27,83,25,0,38,9,THE FIRST TIME,True,74.0,3.2108
BLEED,The Kid LAROI,1,2023-11-10,,174,A#,Minor,57,67,42,65,0,19,3,THE FIRST TIME,False,71.0,2.8331666666666666
I THOUGHT THAT I NEEDED YOU,The Kid LAROI,1,2023-11-10,,80,F,Major,59,50,73,1,0,13,12,THE FIRST TIME,True,71.0,2.8536166666666665
WHERE DO YOU SLEEP?,The Kid LAROI,1,2023-11-10,,89,A,Major,36,40,61,4,0,36,6,THE FIRST TIME,True,69.0,3.205233333333333
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",3,2023-11-10,,94,A#,Minor,76,48,72,27,0,16,20,THE FIRST TIME,True,70.0,3.39825
TEAR ME APART,The Kid LAROI,1,2023-11-10,,94,D,Major,65,69,50,77,0,20,7,THE FIRST TIME,False,68.0,1.9151333333333331
STRANGERS (Interlude),The Kid LAROI,1,2023-11-10,,68,G,Major,28,48,56,97,97,78,91,THE FIRST TIME,False,31.0,0.4329333333333333
NIGHTS LIKE THIS,The Kid LAROI,1,2023-11-10,,142,F#,Major,49,12,76,2,1,15,4,THE FIRST TIME,False,68.0,1.449733333333333
WHAT'S THE MOVE? (feat. Future and BabyDrill),"The Kid LAROI, Future, BabyDrill",3,2023-11-10,,144,C#,Major,53,15,56,4,0,38,8,THE FIRST TIME,True,68.0,3.3257833333333333
STRANGERS PT 2 (Interlude),The Kid LAROI,1,2023-11-10,,98,C#,Major,50,44,28,99,0,26,14,THE FIRST TIME,False,63.0,0.7250333333333333
CALL ME INSTEAD (feat. Youngboy Never Broke Again & Robert Glasper),"The Kid LAROI, YoungBoy Never Broke Again, Robert Glasper",3,2023-11-10,,92,C#,Major,65,25,41,95,1,23,3,THE FIRST TIME,True,67.0,3.2963666666666667
DESERVE YOU,The Kid LAROI,1,2023-11-10,,137,B,Major,60,49,62,37,1,54,6,THE FIRST TIME,True,67.0,2.626216666666666
WHAT WENT WRONG???,The Kid LAROI,1,2023-11-10,,77,D,Major,56,34,58,4,0,17,9,THE FIRST TIME,True,67.0,2.6233833333333334
THE LINE (feat. d4vd),"The Kid LAROI, d4vd",2,2023-11-10,,91,G,Minor,67,69,36,84,0,32,5,THE FIRST TIME,False,68.0,2.5342
WHAT JUST HAPPENED,The Kid LAROI,1,2023-11-10,,170,A#,Major,59,48,59,9,0,35,5,THE FIRST TIME,True,67.0,2.712083333333333
YOU,The Kid LAROI,1,2023-11-10,,95,D,Major,71,54,62,31,0,26,3,THE FIRST TIME,True,66.0,2.276116666666667
LOVE AGAIN,The Kid LAROI,1,2023-11-10,,107,B,Minor,59,37,46,45,0,12,3,THE FIRST TIME,False,65.0,2.4411
WHERE DOES YOUR SPIRIT GO?,The Kid LAROI,1,2023-11-10,,100,D,Major,45,36,38,56,0,16,4,THE FIRST TIME,True,64.0,3.4281166666666665
YOU NEVER FORGET YOUR FIRST TIME...,The Kid LAROI,1,2023-11-10,,66,A,Major,48,4,14,92,22,16,32,THE FIRST TIME,False,61.0,2.0811
KIDS ARE GROWING UP,The Kid LAROI,1,2023-11-10,,165,C#,Minor,63,76,64,49,1,11,35,THE FIRST TIME,True,63.0,4.342933333333334
What Am I Gonna Do,Chris Stapleton,1,2023-11-10,,125,C,Major,62,45,52,39,1,11,4,Higher,False,71.0,3.028
South Dakota,Chris Stapleton,1,2023-11-10,,75,A,Minor,67,63,39,5,28,31,3,Higher,False,67.0,4.69755
Trust,Chris Stapleton,1,2023-11-10,,173,A,Major,52,54,30,74,0,21,4,Higher,False,66.0,3.39
It Takes A Woman,Chris Stapleton,1,2023-11-10,,115,C,Major,58,22,15,72,1,15,5,Higher,False,66.0,4.11645
The Fire,Chris Stapleton,1,2023-11-10,,92,G,Minor,56,19,44,84,48,11,3,Higher,False,66.0,3.75045
Think I'm In Love With You,Chris Stapleton,1,2023-11-10,,91,F#,Minor,68,61,42,19,22,14,4,Higher,False,66.0,3.713333333333333
Loving You On My Mind,Chris Stapleton,1,2023-11-10,,133,A,Major,66,50,43,4,10,11,3,Higher,False,66.0,3.484
White Horse,Chris Stapleton,1,2023-11-10,,145,C#,Minor,36,23,77,1,60,11,5,Higher,False,67.0,4.464883333333334
Higher,Chris Stapleton,1,2023-11-10,,122,G#,Major,52,10,22,18,17,28,4,Higher,False,66.0,4.0411166666666665
The Bottom,Chris Stapleton,1,2023-11-10,,112,E,Major,65,64,72,2,1,11,3,Higher,False,65.0,4.104666666666667
The Day I Die,Chris Stapleton,1,2023-11-10,,133,A#,Major,54,24,37,11,1,8,4,Higher,False,64.0,4.099116666666666
Crosswind,Chris Stapleton,1,2023-11-10,,89,G,Major,55,62,75,1,64,12,4,Higher,False,63.0,3.3986666666666667
Weight Of Your World,Chris Stapleton,1,2023-11-10,,77,A,Major,55,31,31,37,1,12,3,Higher,False,63.0,3.9026666666666663
Mountains Of My Mind,Chris Stapleton,1,2023-11-10,,160,G#,Major,55,41,6,90,1,12,4,Higher,False,63.0,4.421116666666666
Work Boots,Cody Johnson,1,2023-11-03,,82,D,Major,64,59,68,4,0,17,5,Leather,False,65.0,2.816883333333333
Double Down,Cody Johnson,1,2023-11-03,,148,C#,Major,63,24,57,5,1,11,4,Leather,False,65.0,3.1573333333333333
Watching My Old Flame,Cody Johnson,1,2023-11-03,,149,C,Major,46,24,52,24,1,11,3,Leather,False,64.0,3.4306666666666668
That's Texas,Cody Johnson,1,2023-11-03,,100,C#,Major,69,73,89,1,0,9,5,Leather,False,63.0,2.7188833333333333
Dirt Cheap,Cody Johnson,1,2023-11-03,,120,C#,Major,62,27,51,12,0,11,4,Leather,False,71.0,3.989116666666667
Jesus Loves You,Cody Johnson,1,2023-11-03,,139,G,Major,55,29,79,2,0,10,5,Leather,False,65.0,4.856
Whiskey Bent (feat. Jelly Roll),"Cody Johnson, Jelly Roll",2,2023-11-03,,79,E,Major,56,17,35,43,0,23,3,Leather,False,68.0,3.26755
Leather,Cody Johnson,1,2023-11-03,,159,F,Major,49,44,60,12,1,27,3,Leather,False,68.0,3.233116666666666
People In The Back,Cody Johnson,1,2023-11-03,,169,E,Major,52,70,85,11,0,5,9,Leather,False,64.0,2.65
Long Live Country Music (feat. Brooks & Dunn),"Cody Johnson, Brooks & Dunn",2,2023-11-03,,133,G,Major,57,35,87,1,0,26,4,Leather,False,64.0,3.40555
The Painter,Cody Johnson,1,2023-11-03,,97,D,Major,52,27,71,5,1,11,4,Leather,False,66.0,3.52355
Make Me A Mop,Cody Johnson,1,2023-11-03,,136,D,Major,65,54,19,91,0,11,4,Leather,False,62.0,3.268666666666667
Angel Numbers / Ten Toes,Chris Brown,1,2023-11-10,,157,E,Minor,41,10,50,20,0,18,6,11:11,True,73.0,5.114116666666667
Sensational (feat. Davido & Lojay),"Chris Brown, Davido, Lojay",3,2023-11-10,,100,F#,Major,78,80,61,11,0,12,13,11:11,True,70.0,3.8518166666666662
Press Me,Chris Brown,1,2023-11-10,,93,F,Minor,54,41,65,3,0,7,37,11:11,True,71.0,2.126933333333333
That's On You (feat. Future),"Chris Brown, Future",2,2023-11-10,,177,F,Minor,48,53,73,21,0,14,21,11:11,True,70.0,4.3853333333333335
Feel Something,Chris Brown,1,2023-11-10,,119,G#,Major,65,18,51,2,0,12,4,11:11,False,68.0,3.200683333333333
Best Ever (feat. Maeta),"Chris Brown, Maeta",2,2023-11-10,,139,A,Minor,79,25,56,32,86,11,15,11:11,False,67.0,2.548566666666667
No One Else (feat. Fridayy),"Chris Brown, Fridayy",2,2023-11-10,,119,F#,Minor,70,30,80,6,1,13,5,11:11,False,70.0,3.724683333333333
Shooter,Chris Brown,1,2023-11-10,,110,A#,Minor,54,33,78,14,1,11,8,11:11,False,68.0,3.510466666666667
Nightmares (feat. Byron Messia),"Chris Brown, Byron Messia",2,2023-11-10,,101,F#,Minor,65,31,47,27,0,10,18,11:11,True,67.0,2.5166166666666667
Very Special,Chris Brown,1,2023-11-10,,119,E,Minor,68,29,93,9,1,27,7,11:11,False,65.0,3.5615666666666668
Messed Up,Chris Brown,1,2023-11-10,,99,F#,Major,63,26,56,4,0,12,5,11:11,True,66.0,2.8891666666666667
Midnight Freak,Chris Brown,1,2023-11-10,,100,C#,Major,46,54,61,12,0,10,10,11:11,True,65.0,2.7291666666666665
Moonlight,Chris Brown,1,2023-11-10,,77,F,Minor,45,60,77,6,0,17,8,11:11,False,65.0,3.19065
Bouncing / G5,Chris Brown,1,2023-11-10,,88,G,Minor,43,17,57,20,0,13,18,11:11,False,65.0,2.94285
Make Up Your Mind,Chris Brown,1,2023-11-10,,151,G#,Major,70,23,54,13,0,21,9,11:11,True,65.0,2.5761
Stutter,Chris Brown,1,2023-11-10,,90,F,Minor,67,51,62,4,0,11,5,11:11,True,66.0,2.8583333333333334
Need A Friend,Chris Brown,1,2023-11-10,,159,F,Minor,64,43,64,11,0,12,5,11:11,True,64.0,3.2125
Summer Too Hot,Chris Brown,1,2023-11-10,,89,B,Minor,71,27,70,22,1,19,6,11:11,True,62.0,3.129266666666666
Feelings Don't Lie,Chris Brown,1,2023-11-10,,90,A#,Major,61,68,60,7,0,14,18,11:11,True,63.0,2.3133
Red Flags,Chris Brown,1,2023-11-10,,75,F,Minor,71,48,54,10,0,14,6,11:11,True,64.0,2.806666666666666
Closer,Chris Brown,1,2023-11-10,,87,E,Minor,49,22,64,4,0,12,11,11:11,True,63.0,2.195383333333333
Views,Chris Brown,1,2023-11-10,,143,F,Major,72,40,54,5,0,16,9,11:11,True,63.0,2.50285
Free Sex,YoungBoy Never Broke Again,1,2023-11-10,,140,C#,Minor,71,13,54,1,1,29,5,Decided 2,True,62.0,2.971883333333333
Wrong,YoungBoy Never Broke Again,1,2023-11-10,,87,A,Minor,56,27,68,13,0,27,49,Decided 2,True,60.0,3.033933333333333
Bop,YoungBoy Never Broke Again,1,2023-11-10,,160,G,Major,76,61,72,4,0,13,35,Decided 2,True,59.0,3.4037333333333333
My Address Public,YoungBoy Never Broke Again,1,2023-11-10,,160,F,Minor,58,68,79,10,0,23,20,Decided 2,True,60.0,3.0002166666666668
Life N Glory,YoungBoy Never Broke Again,1,2023-11-10,,86,D,Major,67,50,78,12,0,37,37,Decided 2,True,60.0,4.8274
Came A Long Way,YoungBoy Never Broke Again,1,2023-11-10,,109,F,Major,58,58,60,67,0,11,40,Decided 2,True,61.0,2.71515
Better Than Ever (feat. Rod Wave),"YoungBoy Never Broke Again, Rod Wave",2,2023-11-10,,157,C,Major,64,12,66,3,0,10,27,Decided 2,True,66.0,4.050633333333334
Play With Us,YoungBoy Never Broke Again,1,2023-11-10,,151,F#,Minor,68,77,84,13,0,19,30,Decided 2,True,59.0,4.450333333333333
Now Who,YoungBoy Never Broke Again,1,2023-11-10,,72,D#,Minor,69,56,76,3,0,11,21,Decided 2,True,57.0,3.08965
My Body,YoungBoy Never Broke Again,1,2023-11-10,,76,C#,Major,47,35,48,16,0,10,46,Decided 2,True,57.0,3.1163666666666665
I'm A Demon,YoungBoy Never Broke Again,1,2023-11-10,,145,C#,Minor,72,22,63,20,0,12,19,Decided 2,True,58.0,2.8493166666666667
Choppa Gizzle,YoungBoy Never Broke Again,1,2023-11-10,,83,C,Minor,65,61,89,6,0,6,37,Decided 2,True,57.0,2.391583333333333
Bigger & Better,YoungBoy Never Broke Again,1,2023-11-10,,85,C#,Minor,64,11,66,3,0,10,35,Decided 2,True,57.0,2.976233333333333
Guitar Hero,YoungBoy Never Broke Again,1,2023-11-10,,149,C#,Major,70,35,58,11,1,17,25,Decided 2,True,58.0,2.6666666666666665
Deep Down,YoungBoy Never Broke Again,1,2023-11-10,,152,C,Minor,66,81,77,21,0,48,35,Decided 2,True,56.0,3.3684166666666666
Guapi,YoungBoy Never Broke Again,1,2023-11-10,,152,C,Major,66,33,61,25,0,11,13,Decided 2,True,57.0,3.158166666666667
Freestyle,YoungBoy Never Broke Again,1,2023-11-10,,145,D,Minor,62,60,77,38,0,24,10,Decided 2,True,55.0,6.1790666666666665
Don't Hurt Me,YoungBoy Never Broke Again,1,2023-11-10,,130,A,Major,62,36,43,16,0,13,24,Decided 2,True,57.0,3.569233333333333
MEGAVERSE,Stray Kids,1,2023-11-10,,160,A#,Minor,62,58,73,1,1,27,13,ROCK-STAR,False,79.0,3.092
LALALALA,Stray Kids,1,2023-11-10,,125,C,Major,71,61,85,7,0,66,5,ROCK-STAR,False,83.0,3.0370666666666666
BLIND SPOT,Stray Kids,1,2023-11-10,,196,D,Major,63,64,88,5,0,9,28,ROCK-STAR,False,76.0,3.346883333333333
COMFLEX,Stray Kids,1,2023-11-10,,110,A,Major,90,62,88,7,0,22,13,ROCK-STAR,False,76.0,2.872
Cover Me,Stray Kids,1,2023-11-10,,173,G#,Major,47,18,76,10,0,6,6,ROCK-STAR,False,77.0,3.18355
Leave,Stray Kids,1,2023-11-10,,109,C#,Major,78,69,66,56,0,7,4,ROCK-STAR,False,75.0,3.65155
Social Path (Feat. LiSA) (Korean Ver.),"Stray Kids, LiSA",2,2023-11-10,,172,B,Minor,55,37,91,5,0,20,19,ROCK-STAR,False,73.0,3.287783333333333
LALALALA (Rock Ver.),Stray Kids,1,2023-11-10,,126,C,Major,59,29,99,3,0,19,22,ROCK-STAR,False,76.0,3.12645
Maybe Man,AJR,1,2023-11-10,,144,E,Major,47,38,50,62,0,36,5,The Maybe Man,True,68.0,3.6682166666666665
Touchy Feely Fool,AJR,1,2023-11-10,,75,D,Major,29,62,76,13,0,33,14,The Maybe Man,True,69.0,3.583333333333333
Yes I'm A Mess,AJR,1,2023-11-10,,92,D,Minor,74,45,63,4,0,11,7,The Maybe Man,True,65.0,2.74955
The Dumb Song,AJR,1,2023-11-10,,170,C,Major,50,73,74,6,1,33,6,The Maybe Man,True,63.0,3.765783333333333
Inertia,AJR,1,2023-11-10,,176,C#,Major,43,62,58,4,0,35,5,The Maybe Man,True,67.0,3.6822166666666662
Turning Out Pt. iii,AJR,1,2023-11-10,,203,C,Major,32,42,37,72,0,16,5,The Maybe Man,True,64.0,3.849783333333333
Hole in the Bottom of My Brain,AJR,1,2023-11-10,,123,E,Major,75,68,60,7,0,34,6,The Maybe Man,False,64.0,3.13155
The DJ is Crying for Help,AJR,1,2023-11-10,,145,D,Major,53,33,68,5,0,11,7,The Maybe Man,True,62.0,3.6586666666666665
I Won't,AJR,1,2023-11-10,,162,C,Major,32,49,76,2,0,40,29,The Maybe Man,True,61.0,2.8071166666666665
Steve’s Going to London,AJR,1,2023-11-10,,155,B,Major,40,43,70,6,0,15,17,The Maybe Man,True,64.0,4.7957833333333335
God is Really Real,AJR,1,2023-11-10,,134,F,Major,69,57,33,60,0,14,4,The Maybe Man,True,60.0,2.98445
2085,AJR,1,2023-11-10,,132,A,Major,40,21,53,44,0,32,4,The Maybe Man,True,64.0,5.525783333333333
Bad Guy,Eminem,1,2023-11-03,,78,C#,Major,62,38,80,7,0,42,45,The Marshall Mathers LP2 (Expanded Edition),True,63.0,7.239316666666666
Parking Lot - Skit,Eminem,1,2023-11-03,,141,F,Major,43,13,83,53,4,79,37,The Marshall Mathers LP2 (Expanded Edition),True,57.0,0.9223
Rhyme Or Reason,Eminem,1,2023-11-03,,117,A,Major,86,60,84,13,0,6,25,The Marshall Mathers LP2 (Expanded Edition),True,60.0,5.028683333333333
So Much Better,Eminem,1,2023-11-03,,84,A#,Minor,72,62,86,26,0,63,25,The Marshall Mathers LP2 (Expanded Edition),True,59.0,4.35645
Survival,Eminem,1,2023-11-03,,176,D,Major,46,44,90,1,0,13,21,The Marshall Mathers LP2 (Expanded Edition),True,59.0,4.540283333333333
Legacy,Eminem,1,2023-11-03,,164,A,Minor,67,54,90,28,0,20,48,The Marshall Mathers LP2 (Expanded Edition),True,58.0,4.9378166666666665
Asshole,"Eminem, Skylar Grey",2,2023-11-03,,174,C#,Major,54,49,91,48,0,79,35,The Marshall Mathers LP2 (Expanded Edition),True,57.0,4.8164
Berzerk,Eminem,1,2023-11-03,,95,D,Major,74,68,88,3,0,26,34,The Marshall Mathers LP2 (Expanded Edition),True,57.0,3.9791
Rap God,Eminem,1,2023-11-03,,148,G,Major,71,63,85,40,0,80,32,The Marshall Mathers LP2 (Expanded Edition),True,58.0,6.058683333333334
Brainless,Eminem,1,2023-11-03,,172,A,Major,70,59,94,19,0,33,39,The Marshall Mathers LP2 (Expanded Edition),True,56.0,4.775433333333333
Stronger Than I Was,Eminem,1,2023-11-03,,121,C#,Major,79,33,60,13,0,15,11,The Marshall Mathers LP2 (Expanded Edition),True,55.0,5.60865
The Monster,"Eminem, Rihanna",2,2023-11-03,,110,C#,Minor,79,63,86,6,0,12,8,The Marshall Mathers LP2 (Expanded Edition),True,57.0,4.169816666666667
So Far...,Eminem,1,2023-11-03,,98,B,Minor,86,71,94,21,0,23,37,The Marshall Mathers LP2 (Expanded Edition),True,55.0,5.2930166666666665
Love Game,"Eminem, Kendrick Lamar",2,2023-11-03,,105,A,Major,77,71,95,36,0,59,18,The Marshall Mathers LP2 (Expanded Edition),True,55.0,4.949216666666667
Headlights,"Eminem, Nate Ruess",2,2023-11-03,,146,B,Major,69,46,79,16,0,81,16,The Marshall Mathers LP2 (Expanded Edition),True,55.0,5.7172
Evil Twin,Eminem,1,2023-11-03,,83,E,Minor,65,78,91,6,0,9,37,The Marshall Mathers LP2 (Expanded Edition),True,53.0,5.94745
Baby,Eminem,1,2023-11-03,,93,A,Minor,78,82,89,60,0,16,35,The Marshall Mathers LP2 (Expanded Edition),True,53.0,4.389316666666667
Desperation,"Eminem, Jamie N Commons",2,2023-11-03,,143,D,Major,71,67,93,18,0,7,25,The Marshall Mathers LP2 (Expanded Edition),True,52.0,3.9443166666666665
Groundhog Day,Eminem,1,2023-11-03,,81,C#,Major,74,57,80,33,0,71,24,The Marshall Mathers LP2 (Expanded Edition),True,52.0,4.890383333333333
Beautiful Pain,"Eminem, Sia",2,2023-11-03,,165,B,Minor,68,43,83,4,0,14,42,The Marshall Mathers LP2 (Expanded Edition),True,55.0,4.417083333333333
Wicked Ways,Eminem,1,2023-11-03,,137,F,Minor,71,14,79,5,0,61,42,The Marshall Mathers LP2 (Expanded Edition),True,53.0,6.50925
Don't Front,"Eminem, Buckshot",2,2023-11-03,,91,A,Major,74,69,61,21,0,33,27,The Marshall Mathers LP2 (Expanded Edition),True,61.0,4.741783333333333
Survival - Instrumental,Eminem,1,2023-11-03,,176,G,Major,56,44,52,1,91,9,4,The Marshall Mathers LP2 (Expanded Edition),False,50.0,4.538266666666667
Berzerk - Instrumental,Eminem,1,2023-11-03,,95,G#,Major,86,34,55,1,10,25,12,The Marshall Mathers LP2 (Expanded Edition),False,47.0,3.966083333333333
The Monster - Instrumental,Eminem,1,2023-11-03,,110,A,Major,71,41,68,1,69,5,4,The Marshall Mathers LP2 (Expanded Edition),False,67.0,4.1593333333333335
Rap God - Instrumental,Eminem,1,2023-11-03,,148,C,Minor,77,80,75,1,55,23,5,The Marshall Mathers LP2 (Expanded Edition),False,49.0,6.10345
Headlights - Instrumental,Eminem,1,2023-11-03,,146,B,Major,72,63,71,4,72,20,4,The Marshall Mathers LP2 (Expanded Edition),False,47.0,5.84345
I Might Forgive,Jeezy,1,2023-11-03,,140,F,Major,68,39,59,3,0,12,5,I Might Forgive... But I Don't Forget,True,59.0,3.1990166666666666
My Name,Jeezy,1,2023-11-03,,140,F#,Major,71,74,81,6,0,10,20,I Might Forgive... But I Don't Forget,True,58.0,2.6060833333333333
No Complaining,Jeezy,1,2023-11-03,,139,D,Major,70,23,64,2,0,31,6,I Might Forgive... But I Don't Forget,False,58.0,3.11015
They Don't Love Me,Jeezy,1,2023-11-03,,136,G,Minor,65,46,63,14,0,34,10,I Might Forgive... But I Don't Forget,True,58.0,3.6723166666666662
Trust No One,Jeezy,1,2023-11-03,,76,G#,Minor,74,18,58,7,0,15,30,I Might Forgive... But I Don't Forget,True,58.0,2.7493666666666665
Sad,Jeezy,1,2023-11-03,,77,B,Major,69,27,65,3,0,47,6,I Might Forgive... But I Don't Forget,True,57.0,2.6980166666666667
Couldn't Lose If I Tried,Jeezy,1,2023-11-03,,100,G,Major,78,46,72,11,0,39,25,I Might Forgive... But I Don't Forget,True,56.0,2.74275
Rewrite History,Jeezy,1,2023-11-03,,103,C#,Major,85,46,66,8,0,11,7,I Might Forgive... But I Don't Forget,True,56.0,2.5225833333333334
Never Had A Bad Day In My Life,Jeezy,1,2023-11-03,,91,B,Minor,77,36,60,13,0,21,19,I Might Forgive... But I Don't Forget,True,56.0,2.8593166666666665
This Too Shall Pass,Jeezy,1,2023-11-03,,105,C,Minor,79,55,55,25,0,23,9,I Might Forgive... But I Don't Forget,True,55.0,2.302233333333333
Don't Deserve Me,Jeezy,1,2023-11-03,,88,A#,Minor,73,42,73,6,1,11,5,I Might Forgive... But I Don't Forget,True,55.0,2.5681333333333334
If I'm Being Honest,Jeezy,1,2023-11-03,,159,F#,Minor,70,45,67,4,0,17,11,I Might Forgive... But I Don't Forget,True,56.0,2.3402666666666665
Don't Cheat,Jeezy,1,2023-11-03,,80,E,Minor,72,35,63,37,0,11,26,I Might Forgive... But I Don't Forget,True,55.0,3.553583333333333
Shine On Me,Jeezy,1,2023-11-03,,77,A#,Major,56,35,59,2,0,12,21,I Might Forgive... But I Don't Forget,True,57.0,2.64605
Keep The Change,Jeezy,1,2023-11-03,,83,G#,Minor,64,31,73,9,0,13,18,I Might Forgive... But I Don't Forget,True,56.0,3.4781166666666667
